ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
ILMN_14968	5.72e-18	2.55e-18	89.6272	ZNF668	zinc finger protein 668
ILMN_136963	5.78e-18	2.58e-18	89.58316	TTPAL	alpha tocopherol transfer protein like
ILMN_20590	5.79e-18	2.59e-18	89.57346	CD72	CD72 molecule
ILMN_19581	5.80e-18	2.59e-18	89.57006	WDR20	WD repeat domain 20
ILMN_4986	5.91e-18	2.64e-18	89.4886	RPL5	ribosomal protein L5
ILMN_22058	5.98e-18	2.67e-18	89.44194	SDHA	succinate dehydrogenase complex flavoprotein subunit A
ILMN_28179	6.08e-18	2.71e-18	89.37129	PMPCB	peptidase, mitochondrial processing beta subunit
ILMN_21657	6.11e-18	2.73e-18	89.35071	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3
ILMN_19515	6.15e-18	2.75e-18	89.3165	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit
ILMN_30353	6.20e-18	2.77e-18	89.28412	SCCPDH	saccharopine dehydrogenase (putative)
ILMN_21130	6.30e-18	2.82e-18	89.21533	HEBP2	heme binding protein 2
ILMN_9449	6.32e-18	2.83e-18	89.20462	MTMR14	myotubularin related protein 14
ILMN_6112	6.36e-18	2.84e-18	89.17889	STX6	syntaxin 6
ILMN_18316	6.36e-18	2.85e-18	89.17657	SF3B3	splicing factor 3b subunit 3
ILMN_8014	6.37e-18	2.85e-18	89.16633	SP4	Sp4 transcription factor
ILMN_21072	6.45e-18	2.89e-18	89.11687	LARP4B	La ribonucleoprotein domain family member 4B
ILMN_18995	6.47e-18	2.90e-18	89.09925	GLYCTK	glycerate kinase
ILMN_7522	6.61e-18	2.96e-18	89.01204	SEC23IP	SEC23 interacting protein
ILMN_10522	6.62e-18	2.97e-18	89.00643	H2AFY2	H2A histone family member Y2
ILMN_29811	6.65e-18	2.98e-18	88.98332	MPC2	mitochondrial pyruvate carrier 2
ILMN_3334	6.84e-18	3.07e-18	88.86404	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
ILMN_11572	6.90e-18	3.10e-18	88.82649	FAT2	FAT atypical cadherin 2
ILMN_3060	6.93e-18	3.11e-18	88.81197	ANAPC11	anaphase promoting complex subunit 11
ILMN_27301	7.01e-18	3.15e-18	88.76208	CACYBP	calcyclin binding protein
ILMN_6866	7.02e-18	3.15e-18	88.75513	TRIM28	tripartite motif containing 28
ILMN_1850	7.06e-18	3.17e-18	88.73299	DAZAP1	DAZ associated protein 1
ILMN_829	7.10e-18	3.19e-18	88.70288	REPS1	RALBP1 associated Eps domain containing 1
ILMN_17809	7.10e-18	3.19e-18	88.70207	PLAC8	placenta specific 8
ILMN_8731	7.12e-18	3.20e-18	88.69224	STAB2	stabilin 2
ILMN_19436	7.16e-18	3.22e-18	88.66525	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase
ILMN_21395	7.26e-18	3.27e-18	88.6075	CCL22	C-C motif chemokine ligand 22
ILMN_14961	7.46e-18	3.36e-18	88.49438	MFAP3	microfibrillar associated protein 3
ILMN_137031	7.47e-18	3.36e-18	88.49004	SRD5A1	steroid 5 alpha-reductase 1
ILMN_24446	7.48e-18	3.37e-18	88.48231	KAT2A	lysine acetyltransferase 2A
ILMN_24685	7.49e-18	3.37e-18	88.47919	C1QTNF8	C1q and tumor necrosis factor related protein 8
ILMN_1523	8.06e-18	3.63e-18	88.17469	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
ILMN_3400	8.06e-18	3.63e-18	88.1723	EMC4	ER membrane protein complex subunit 4
ILMN_16015	8.32e-18	3.75e-18	88.04245	GNL3L	G protein nucleolar 3 like
ILMN_23028	8.50e-18	3.83e-18	87.95586	DDX56	DEAD-box helicase 56
ILMN_20905	8.72e-18	3.93e-18	87.84982	PHF19	PHD finger protein 19
ILMN_138892	8.72e-18	3.93e-18	87.8483	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
ILMN_27297	8.78e-18	3.96e-18	87.81819	BECN1	beclin 1
ILMN_749	8.79e-18	3.97e-18	87.81107	EID2	EP300 interacting inhibitor of differentiation 2
ILMN_20363	8.82e-18	3.98e-18	87.79907	TUBA4A	tubulin alpha 4a
ILMN_15436	8.90e-18	4.02e-18	87.76011	DUSP22	dual specificity phosphatase 22
ILMN_1754	8.97e-18	4.05e-18	87.7272		
ILMN_2375	9.32e-18	4.21e-18	87.57051	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like
ILMN_5190	9.38e-18	4.24e-18	87.54072	NPDC1	neural proliferation, differentiation and control 1
ILMN_654	9.68e-18	4.38e-18	87.41087	UBQLN2	ubiquilin 2
ILMN_17173	9.75e-18	4.41e-18	87.37977	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
ILMN_29086	9.76e-18	4.41e-18	87.3772	NENF	neudesin neurotrophic factor
ILMN_22013	1.00e-17	4.53e-18	87.26837	PRDM8	PR/SET domain 8
ILMN_15299	1.00e-17	4.54e-18	87.26574	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
ILMN_29222	1.01e-17	4.56e-18	87.24232	CFAP20	cilia and flagella associated protein 20
ILMN_19872	1.01e-17	4.57e-18	87.23346	DUSP26	dual specificity phosphatase 26 (putative)
ILMN_16629	1.01e-17	4.59e-18	87.21394	MT1X	metallothionein 1X
ILMN_416	1.03e-17	4.67e-18	87.14512	ACSL3	acyl-CoA synthetase long-chain family member 3
ILMN_17046	1.06e-17	4.79e-18	87.04338	DIDO1	death inducer-obliterator 1
ILMN_22498	1.07e-17	4.83e-18	87.01166	ACVR1B	activin A receptor type 1B
ILMN_2018	1.09e-17	4.93e-18	86.93142	DDAH2	dimethylarginine dimethylaminohydrolase 2
ILMN_26087	1.09e-17	4.94e-18	86.92314	SPEF2	sperm flagellar 2
ILMN_20495	1.09e-17	4.97e-18	86.89871	ZMAT2	zinc finger matrin-type 2
ILMN_10530	1.10e-17	4.99e-18	86.87975	PWP1	PWP1 homolog, endonuclein
ILMN_18512	1.13e-17	5.12e-18	86.77205	MFSD6L	major facilitator superfamily domain containing 6 like
ILMN_6617	1.13e-17	5.12e-18	86.77183	CAPNS1	calpain small subunit 1
ILMN_8846	1.13e-17	5.13e-18	86.76605	TRAF6	TNF receptor associated factor 6
ILMN_22740	1.13e-17	5.13e-18	86.76465	RALA	RALA Ras like proto-oncogene A
ILMN_26464	1.13e-17	5.15e-18	86.75428	RAB13	RAB13, member RAS oncogene family
ILMN_11310	1.14e-17	5.19e-18	86.71824	BICD2	BICD cargo adaptor 2
ILMN_16941	1.15e-17	5.23e-18	86.6875	HOXA6	homeobox A6
ILMN_11361	1.16e-17	5.27e-18	86.65934	MFSD12	major facilitator superfamily domain containing 12
ILMN_22596	1.16e-17	5.29e-18	86.64474	KAT2B	lysine acetyltransferase 2B
ILMN_13634	1.18e-17	5.36e-18	86.58757	AMPD3	adenosine monophosphate deaminase 3
ILMN_4349	1.19e-17	5.42e-18	86.54455	MPC1	mitochondrial pyruvate carrier 1
ILMN_29330	1.19e-17	5.44e-18	86.5307	PRDM9	PR/SET domain 9
ILMN_15259	1.20e-17	5.47e-18	86.51067	PSMA5	proteasome subunit alpha 5
ILMN_13906	1.20e-17	5.47e-18	86.50674	PSMD2	proteasome 26S subunit, non-ATPase 2
ILMN_1438	1.21e-17	5.51e-18	86.4748	SIRT7	sirtuin 7
ILMN_3054	1.22e-17	5.55e-18	86.44691	CSDE1	cold shock domain containing E1
ILMN_17255	1.23e-17	5.60e-18	86.41212	DCTN1	dynactin subunit 1
ILMN_23019	1.24e-17	5.66e-18	86.36651	UBXN2A	UBX domain protein 2A
ILMN_15474	1.25e-17	5.68e-18	86.35258	ERICH1	glutamate rich 1
ILMN_2245	1.25e-17	5.69e-18	86.34735		
ILMN_15760	1.25e-17	5.70e-18	86.34219	SUPT5H	SPT5 homolog, DSIF elongation factor subunit
ILMN_15317	1.26e-17	5.75e-18	86.3029	ELL2	elongation factor for RNA polymerase II 2
ILMN_29625	1.27e-17	5.78e-18	86.28409	OR6T1	olfactory receptor family 6 subfamily T member 1
ILMN_19216	1.28e-17	5.85e-18	86.23921	POU6F1	POU class 6 homeobox 1
ILMN_18144	1.28e-17	5.85e-18	86.23507	VSIG4	V-set and immunoglobulin domain containing 4
ILMN_139201	1.29e-17	5.91e-18	86.19607	CAPZB	capping actin protein of muscle Z-line beta subunit
ILMN_14670	1.29e-17	5.91e-18	86.19587	PINX1	PIN2/TERF1 interacting, telomerase inhibitor 1
ILMN_19993	1.38e-17	6.29e-18	85.94159	SMC3	structural maintenance of chromosomes 3
ILMN_11795	1.39e-17	6.34e-18	85.91291	PSMB8	proteasome subunit beta 8
ILMN_12843	1.40e-17	6.42e-18	85.86374	CLASRP	CLK4 associating serine/arginine rich protein
ILMN_20364	1.41e-17	6.47e-18	85.83231	TP53BP1	tumor protein p53 binding protein 1
ILMN_24378	1.42e-17	6.50e-18	85.81056	TIGD3	tigger transposable element derived 3
ILMN_20732	1.43e-17	6.56e-18	85.77589	DDX27	DEAD-box helicase 27
ILMN_6961	1.50e-17	6.86e-18	85.59493	FIP1L1	factor interacting with PAPOLA and CPSF1
ILMN_4639	1.51e-17	6.90e-18	85.57217	NPHP3	nephronophthisis 3 (adolescent)
ILMN_20349	1.52e-17	6.96e-18	85.54014	IDI1	isopentenyl-diphosphate delta isomerase 1
ILMN_1755	1.52e-17	6.97e-18	85.53311	LMBR1	limb development membrane protein 1
ILMN_15046	1.52e-17	6.98e-18	85.52709	THAP12	THAP domain containing 12
ILMN_13154	1.53e-17	7.01e-18	85.50831	BANF1	barrier to autointegration factor 1
ILMN_14797	1.55e-17	7.09e-18	85.46369	NUP88	nucleoporin 88
ILMN_19004	1.56e-17	7.18e-18	85.41231	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking
ILMN_5544	1.57e-17	7.20e-18	85.40334	ADAM15	ADAM metallopeptidase domain 15
ILMN_138040	1.57e-17	7.22e-18	85.3935	CD151	CD151 molecule (Raph blood group)
ILMN_26297	1.57e-17	7.22e-18	85.39179	ZDHHC2	zinc finger DHHC-type containing 2
ILMN_16777	1.57e-17	7.24e-18	85.38361	SYS1	Sys1 golgi trafficking protein
ILMN_139337	1.59e-17	7.29e-18	85.35326	RPL26	ribosomal protein L26
ILMN_25840	1.59e-17	7.31e-18	85.34407	HSPA4	heat shock protein family A (Hsp70) member 4
ILMN_20179	1.60e-17	7.36e-18	85.31496	VAMP5	vesicle associated membrane protein 5
ILMN_17278	1.63e-17	7.51e-18	85.23691	ITCH	itchy E3 ubiquitin protein ligase
ILMN_14847	1.63e-17	7.52e-18	85.23025	CLIP2	CAP-Gly domain containing linker protein 2
ILMN_15134	1.65e-17	7.60e-18	85.18534	CEPT1	choline/ethanolamine phosphotransferase 1
ILMN_26329	1.66e-17	7.65e-18	85.15988		
ILMN_28766	1.67e-17	7.67e-18	85.14986	HDAC2	histone deacetylase 2
ILMN_25686	1.68e-17	7.75e-18	85.10756	SLC25A6	solute carrier family 25 member 6
ILMN_519	1.70e-17	7.85e-18	85.05727	EAF2	ELL associated factor 2
ILMN_138138	1.71e-17	7.88e-18	85.04271	GSDMD	gasdermin D
ILMN_30019	1.71e-17	7.88e-18	85.0411	IMMT	inner membrane mitochondrial protein
ILMN_30107	1.71e-17	7.88e-18	85.04051	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
ILMN_21976	1.73e-17	7.96e-18	85.00165	ACRC	acidic repeat containing
ILMN_12126	1.73e-17	7.96e-18	85.00162	TCF4	transcription factor 4
ILMN_21527	1.73e-17	7.97e-18	84.99648	CELF6	CUGBP, Elav-like family member 6
ILMN_30318	1.73e-17	7.98e-18	84.99373	ZCCHC8	zinc finger CCHC-type containing 8
ILMN_18531	1.73e-17	8.01e-18	84.97945	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
ILMN_138968	1.75e-17	8.07e-18	84.95002	TSHZ1	teashirt zinc finger homeobox 1
ILMN_13725	1.75e-17	8.08e-18	84.94186	MCTS1	MCTS1, re-initiation and release factor
ILMN_23108	1.75e-17	8.11e-18	84.9281	ZNF83	zinc finger protein 83
ILMN_2265	1.76e-17	8.14e-18	84.91582	RHOQ	ras homolog family member Q
ILMN_2022	1.77e-17	8.17e-18	84.89879	ADRB2	adrenoceptor beta 2
ILMN_10289	1.77e-17	8.17e-18	84.8977	RPL22	ribosomal protein L22
ILMN_17162	1.77e-17	8.18e-18	84.89568	NACA	nascent polypeptide-associated complex alpha subunit
ILMN_138613	1.77e-17	8.20e-18	84.88363	RPL35	ribosomal protein L35
ILMN_21765	1.77e-17	8.22e-18	84.8751	LRRC40	leucine rich repeat containing 40
ILMN_9039	1.80e-17	8.32e-18	84.82613	YBX3	Y-box binding protein 3
ILMN_3199	1.80e-17	8.33e-18	84.82105	ITM2B	integral membrane protein 2B
ILMN_4564	1.81e-17	8.40e-18	84.79045	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like
ILMN_2286	1.82e-17	8.45e-18	84.76577	TMEM33	transmembrane protein 33
ILMN_11972	1.83e-17	8.49e-18	84.74513	C6orf1	chromosome 6 open reading frame 1
ILMN_18227	1.83e-17	8.49e-18	84.74409	MMGT1	membrane magnesium transporter 1
ILMN_11661	1.85e-17	8.57e-18	84.70999	CERS5	ceramide synthase 5
ILMN_12615	1.85e-17	8.60e-18	84.69669	KANSL1	KAT8 regulatory NSL complex subunit 1
ILMN_9689	1.85e-17	8.61e-18	84.69003		
ILMN_14015	1.86e-17	8.66e-18	84.66834	RLF	rearranged L-myc fusion
ILMN_27776	1.88e-17	8.75e-18	84.62828	PLBD1	phospholipase B domain containing 1
ILMN_28141	1.89e-17	8.80e-18	84.60442	OAZ2	ornithine decarboxylase antizyme 2
ILMN_19002	1.96e-17	9.10e-18	84.46937	DPYD	dihydropyrimidine dehydrogenase
ILMN_1833	1.96e-17	9.12e-18	84.46323	PLPP5	phospholipid phosphatase 5
ILMN_25976	1.96e-17	9.13e-18	84.45691	RPS10	ribosomal protein S10
ILMN_26097	1.97e-17	9.16e-18	84.44248	IL10RB	interleukin 10 receptor subunit beta
ILMN_22189	2.03e-17	9.44e-18	84.32503	TGFBR2	transforming growth factor beta receptor 2
ILMN_16120	2.05e-17	9.53e-18	84.2879	U2AF2	U2 small nuclear RNA auxiliary factor 2
ILMN_23789	2.09e-17	9.75e-18	84.19757	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)
ILMN_6837	2.10e-17	9.77e-18	84.18944	ZNF185	zinc finger protein 185 (LIM domain)
ILMN_29653	2.12e-17	9.88e-18	84.14619	PSMB10	proteasome subunit beta 10
ILMN_5347	2.12e-17	9.89e-18	84.13918	NOL11	nucleolar protein 11
ILMN_21528	2.15e-17	1.00e-17	84.09036	GGNBP2	gametogenetin binding protein 2
ILMN_1229	2.16e-17	1.01e-17	84.06164	WDR82	WD repeat domain 82
ILMN_27010	2.18e-17	1.02e-17	84.03556	GIMAP5	GTPase, IMAP family member 5
ILMN_23930	2.18e-17	1.02e-17	84.03004	JCHAIN	joining chain of multimeric IgA and IgM
ILMN_14927	2.21e-17	1.03e-17	83.97469	CASC4	cancer susceptibility candidate 4
ILMN_24706	2.22e-17	1.04e-17	83.96045	TFB2M	transcription factor B2, mitochondrial
ILMN_25221	2.22e-17	1.04e-17	83.95321	UBP1	upstream binding protein 1 (LBP-1a)
ILMN_1566	2.22e-17	1.04e-17	83.94659	RBM23	RNA binding motif protein 23
ILMN_14775	2.27e-17	1.06e-17	83.87173	ITPKC	inositol-trisphosphate 3-kinase C
ILMN_30320	2.27e-17	1.06e-17	83.86795	DBI	diazepam binding inhibitor, acyl-CoA binding protein
ILMN_7638	2.30e-17	1.07e-17	83.82028	ETV7	ETS variant 7
ILMN_14188	2.32e-17	1.08e-17	83.78255	VPS29	VPS29, retromer complex component
ILMN_1584	2.32e-17	1.08e-17	83.77668	PHF20L1	PHD finger protein 20-like 1
ILMN_10449	2.39e-17	1.12e-17	83.66575	CXXC5	CXXC finger protein 5
ILMN_23471	2.39e-17	1.12e-17	83.65937	HKR1	HKR1, GLI-Kruppel zinc finger family member
ILMN_22238	2.39e-17	1.12e-17	83.65327	DDX18	DEAD-box helicase 18
ILMN_29302	2.43e-17	1.14e-17	83.59693	PDE4A	phosphodiesterase 4A
ILMN_13715	2.54e-17	1.19e-17	83.41547	TOMM7	translocase of outer mitochondrial membrane 7
ILMN_2603	2.55e-17	1.19e-17	83.40156	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial
ILMN_2116	2.56e-17	1.20e-17	83.37963	RASSF4	Ras association domain family member 4
ILMN_11001	2.57e-17	1.20e-17	83.37205	TIGAR	TP53 induced glycolysis regulatory phosphatase
ILMN_3490	2.60e-17	1.22e-17	83.32034	ATAD3A	ATPase family, AAA domain containing 3A
ILMN_13936	2.60e-17	1.22e-17	83.31847	GBP2	guanylate binding protein 2
ILMN_3543	2.60e-17	1.22e-17	83.309	ARHGAP15	Rho GTPase activating protein 15
ILMN_9544	2.65e-17	1.24e-17	83.24394	ACO1	aconitase 1
ILMN_25107	2.66e-17	1.25e-17	83.22248	RRP15	ribosomal RNA processing 15 homolog
ILMN_6047	2.66e-17	1.25e-17	83.21595	RPS3	ribosomal protein S3
ILMN_13973	2.67e-17	1.25e-17	83.21443	LPIN2	lipin 2
ILMN_16669	2.67e-17	1.25e-17	83.20534	HSP90AA1	heat shock protein 90 alpha family class A member 1
ILMN_24581	2.68e-17	1.26e-17	83.19331	APH1A	aph-1 homolog A, gamma-secretase subunit
ILMN_19975	2.69e-17	1.26e-17	83.1798	MIA	melanoma inhibitory activity
ILMN_7809	2.71e-17	1.27e-17	83.14677	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
ILMN_16651	2.74e-17	1.29e-17	83.1018	ENO3	enolase 3
ILMN_137072	2.74e-17	1.29e-17	83.10115	UBFD1	ubiquitin family domain containing 1
ILMN_2846	2.74e-17	1.29e-17	83.09129	MDM1	Mdm1 nuclear protein
ILMN_4331	2.76e-17	1.30e-17	83.06294	UBE2G1	ubiquitin conjugating enzyme E2 G1
ILMN_18247	2.77e-17	1.31e-17	83.04963	UTP6	UTP6, small subunit processome component
ILMN_18641	2.78e-17	1.31e-17	83.04511	HEY1	hes related family bHLH transcription factor with YRPW motif 1
ILMN_19384	2.81e-17	1.32e-17	82.99053	TMEM159	transmembrane protein 159
ILMN_137977	2.83e-17	1.33e-17	82.96375	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
ILMN_25637	2.87e-17	1.35e-17	82.91733	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
ILMN_22296	2.87e-17	1.35e-17	82.91095	COPS4	COP9 signalosome subunit 4
ILMN_10742	2.91e-17	1.37e-17	82.85853	SMPD1	sphingomyelin phosphodiesterase 1
ILMN_21772	2.91e-17	1.37e-17	82.84864	CREBL2	cAMP responsive element binding protein like 2
ILMN_29098	2.95e-17	1.39e-17	82.80521	CLSTN1	calsyntenin 1
ILMN_15922	2.99e-17	1.41e-17	82.73879	C2orf47	chromosome 2 open reading frame 47
ILMN_24751	3.02e-17	1.43e-17	82.7021	FBXL12	F-box and leucine rich repeat protein 12
ILMN_21554	3.14e-17	1.48e-17	82.55695	RPL4	ribosomal protein L4
ILMN_7923	3.14e-17	1.48e-17	82.5528	RPL18	ribosomal protein L18
ILMN_3512	3.14e-17	1.48e-17	82.55146	STMN3	stathmin 3
ILMN_6125	3.17e-17	1.50e-17	82.5094	EPO	erythropoietin
ILMN_28369	3.18e-17	1.50e-17	82.49807	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1
ILMN_1432	3.20e-17	1.51e-17	82.46784	FMO4	flavin containing monooxygenase 4
ILMN_22959	3.31e-17	1.57e-17	82.33806	CCT7	chaperonin containing TCP1 subunit 7
ILMN_2607	3.33e-17	1.58e-17	82.311	JUP	junction plakoglobin
ILMN_3578	3.41e-17	1.61e-17	82.2202	NETO2	neuropilin and tolloid like 2
ILMN_7003	3.52e-17	1.67e-17	82.09575	TMEM106C	transmembrane protein 106C
ILMN_22825	3.53e-17	1.67e-17	82.08719	LRRC23	leucine rich repeat containing 23
ILMN_13248	3.53e-17	1.67e-17	82.08489	TPST2	tyrosylprotein sulfotransferase 2
ILMN_26133	3.53e-17	1.67e-17	82.07959	MRPS17	mitochondrial ribosomal protein S17
ILMN_13621	3.53e-17	1.67e-17	82.07775	SEC23A	Sec23 homolog A, coat complex II component
ILMN_8345	3.54e-17	1.68e-17	82.06742	LRRC42	leucine rich repeat containing 42
ILMN_5285	3.54e-17	1.68e-17	82.06436	USP1	ubiquitin specific peptidase 1
ILMN_12373	3.56e-17	1.69e-17	82.04966	FMO5	flavin containing monooxygenase 5
ILMN_26729	3.56e-17	1.69e-17	82.04074	NEK8	NIMA related kinase 8
ILMN_3505	3.59e-17	1.70e-17	82.01351	RBMS2	RNA binding motif single stranded interacting protein 2
ILMN_137423	3.59e-17	1.70e-17	82.01319	CDA	cytidine deaminase
ILMN_20157	3.59e-17	1.70e-17	82.01279	GOLGA5	golgin A5
ILMN_15122	3.68e-17	1.75e-17	81.91704	MAN2B1	mannosidase alpha class 2B member 1
ILMN_14714	3.75e-17	1.78e-17	81.84198	RHBDF2	rhomboid 5 homolog 2
ILMN_18745	3.76e-17	1.78e-17	81.82999	GSTK1	glutathione S-transferase kappa 1
ILMN_18559	3.79e-17	1.80e-17	81.79763	SLC33A1	solute carrier family 33 member 1
ILMN_1561	3.80e-17	1.81e-17	81.7835	RBM28	RNA binding motif protein 28
ILMN_10245	3.81e-17	1.81e-17	81.76895	APITD1-CORT	APITD1-CORT readthrough
ILMN_138315	3.82e-17	1.82e-17	81.76455	GOLGA3	golgin A3
ILMN_25211	3.84e-17	1.83e-17	81.74007		
ILMN_16136	3.85e-17	1.83e-17	81.72516	TFE3	transcription factor binding to IGHM enhancer 3
ILMN_6062	3.89e-17	1.85e-17	81.68771	NARS	asparaginyl-tRNA synthetase
ILMN_22128	3.91e-17	1.86e-17	81.66555	SLC52A2	solute carrier family 52 member 2
ILMN_7249	3.95e-17	1.88e-17	81.62282	TINAG	tubulointerstitial nephritis antigen
ILMN_4849	4.01e-17	1.91e-17	81.56457	LMO2	LIM domain only 2
ILMN_25191	4.02e-17	1.91e-17	81.56003	HAMP	hepcidin antimicrobial peptide
ILMN_14302	4.06e-17	1.94e-17	81.51478	SOD1	superoxide dismutase 1, soluble
ILMN_23929	4.11e-17	1.96e-17	81.46902	CCR1	C-C motif chemokine receptor 1
ILMN_788	4.19e-17	2.00e-17	81.39002	CDYL	chromodomain Y-like
ILMN_22927	4.21e-17	2.01e-17	81.37487	TNIP1	TNFAIP3 interacting protein 1
ILMN_2058	4.22e-17	2.01e-17	81.36588		
ILMN_13149	4.27e-17	2.04e-17	81.32229	CTSS	cathepsin S
ILMN_137739	4.28e-17	2.04e-17	81.31057	PFDN5	prefoldin subunit 5
ILMN_20322	4.30e-17	2.05e-17	81.28637	FIZ1	FLT3 interacting zinc finger 1
ILMN_15649	4.37e-17	2.09e-17	81.22688	CSNK1E	casein kinase 1 epsilon
ILMN_21930	4.51e-17	2.15e-17	81.10618	FGR	FGR proto-oncogene, Src family tyrosine kinase
ILMN_5935	4.54e-17	2.17e-17	81.0806	PRAME	preferentially expressed antigen in melanoma
ILMN_8643	4.57e-17	2.18e-17	81.0508	STK32B	serine/threonine kinase 32B
ILMN_12613	4.71e-17	2.25e-17	80.93776	KLRG1	killer cell lectin like receptor G1
ILMN_5676	4.76e-17	2.27e-17	80.89618	EIF3C	eukaryotic translation initiation factor 3 subunit C
ILMN_1517	4.79e-17	2.29e-17	80.86896	PGGT1B	protein geranylgeranyltransferase type I subunit beta
ILMN_6074	4.92e-17	2.35e-17	80.76396	CSNK1A1L	casein kinase 1 alpha 1 like
ILMN_21274	4.99e-17	2.39e-17	80.70966	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
ILMN_12968	5.02e-17	2.40e-17	80.68739		
ILMN_22813	5.02e-17	2.41e-17	80.68108	ELMSAN1	ELM2 and Myb/SANT domain containing 1
ILMN_11144	5.02e-17	2.41e-17	80.67954	MCUB	mitochondrial calcium uniporter dominant negative beta subunit
ILMN_22362	5.04e-17	2.42e-17	80.66482	FAM193A	family with sequence similarity 193 member A
ILMN_24988	5.09e-17	2.44e-17	80.62359	ROBO3	roundabout guidance receptor 3
ILMN_2886	5.10e-17	2.44e-17	80.6205	NAPRT	nicotinate phosphoribosyltransferase
ILMN_22216	5.10e-17	2.45e-17	80.61427	SCPEP1	serine carboxypeptidase 1
ILMN_20348	5.17e-17	2.48e-17	80.56537	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2
ILMN_16326	5.20e-17	2.49e-17	80.54166	LTA	lymphotoxin alpha
ILMN_2252	5.25e-17	2.52e-17	80.5039	HLA-DMB	major histocompatibility complex, class II, DM beta
ILMN_16298	5.25e-17	2.52e-17	80.50085	RPL39	ribosomal protein L39
ILMN_27140	5.26e-17	2.53e-17	80.49412	CCDC58	coiled-coil domain containing 58
ILMN_23519	5.26e-17	2.53e-17	80.49155	TRPM4	transient receptor potential cation channel subfamily M member 4
ILMN_24728	5.30e-17	2.54e-17	80.46516	FANCL	Fanconi anemia complementation group L
ILMN_25260	5.32e-17	2.55e-17	80.4509	THOC6	THO complex 6
ILMN_8333	5.36e-17	2.58e-17	80.41836	ANKFY1	ankyrin repeat and FYVE domain containing 1
ILMN_12033	5.38e-17	2.59e-17	80.40237	MRPS18C	mitochondrial ribosomal protein S18C
ILMN_2975	5.42e-17	2.60e-17	80.37634	SPIRE1	spire type actin nucleation factor 1
ILMN_5352	5.51e-17	2.65e-17	80.31034	GPALPP1	GPALPP motifs containing 1
ILMN_29076	5.53e-17	2.66e-17	80.29189	PTTG1IP	pituitary tumor-transforming 1 interacting protein
ILMN_2087	5.59e-17	2.69e-17	80.25251	CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
ILMN_25685	5.60e-17	2.70e-17	80.24224	SIPA1L3	signal induced proliferation associated 1 like 3
ILMN_12709	5.72e-17	2.75e-17	80.16185	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough
ILMN_1193	5.73e-17	2.76e-17	80.15714	ZDHHC6	zinc finger DHHC-type containing 6
ILMN_18609	5.84e-17	2.81e-17	80.08176	CRLF2	cytokine receptor-like factor 2
ILMN_25737	5.89e-17	2.84e-17	80.04539	SIK3	SIK family kinase 3
ILMN_4319	5.98e-17	2.88e-17	79.99039	TROVE2	TROVE domain family member 2
ILMN_12468	6.07e-17	2.93e-17	79.93282	ITPKB	inositol-trisphosphate 3-kinase B
ILMN_139104	6.10e-17	2.94e-17	79.90951	RPL24	ribosomal protein L24
ILMN_1461	6.10e-17	2.94e-17	79.90878	RRP8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)
ILMN_23419	6.11e-17	2.95e-17	79.90299	USO1	USO1 vesicle transport factor
ILMN_15884	6.11e-17	2.95e-17	79.9005	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
ILMN_24344	6.12e-17	2.96e-17	79.89394	DIAPH3	diaphanous related formin 3
ILMN_3077	6.19e-17	2.99e-17	79.85096	AP2B1	adaptor related protein complex 2 beta 1 subunit
ILMN_22066	6.31e-17	3.05e-17	79.77593	PRPF4	pre-mRNA processing factor 4
ILMN_26746	6.35e-17	3.07e-17	79.74866	C1QTNF2	C1q and tumor necrosis factor related protein 2
ILMN_13595	6.36e-17	3.07e-17	79.74668	UBXN1	UBX domain protein 1
ILMN_9381	6.36e-17	3.07e-17	79.7464	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11
